Localizador,Cia Aérea,Origem,Destino,Classe da Passagem,Qtde de Paradas,Tipo de Destino,Estação do Ano,Preço Atual da Passagem,Preço da Passagem na última semana,Preço da Passagem no último mês,Decisão do Cliente
KZ2X1E,QATAR,JNB,EWR,1,2,romântico,outono,1564.54,1282.34,1498.04,Não comprou
GMFMBF,AIR FRANCE,DOH,JFK,4,1,histórico,outono,10402.37,10012.08,8083.66,Não comprou
XJTY27,QATAR,FRA,MUC,3,1,aventura,outono,6141.34,5485.31,4423.46,Não comprou
8U19ZB,UNITED,VIE,PEK,3,2,religioso,verão,8746.89,8657.41,10122.31,Não comprou
7RSIV4,LATAM,IAH,DEN,1,2,histórico,inverno,902.09,944.52,1020.39,Preferiu aguardar e comprou depois
JDKCSV,QATAR,DUB,ATL,2,1,romântico,inverno,1720.94,1888.74,1529.32,Comprou
3Z20Z4,GOL,YVR,LAS,4,0,romântico,primavera,10246.76,12252.88,10865.29,Preferiu aguardar e comprou depois
Q39R1X,AIR FRANCE,DEN,BRU,3,1,religioso,outono,4876.27,4826.09,5416.43,Não comprou
SERSKJ,AIR FRANCE,MXP,JNB,1,2,família,verão,2101.98,2280.92,2185.82,Preferiu aguardar e comprou depois
II5X5V,AMERICAN,AKL,BOS,4,2,família,inverno,15004.97,16527.03,13275.28,Comprou
Z4XUZU,GOL,ATH,SYD,1,0,religioso,outono,1675.32,1615.33,1432.16,Não comprou
624PA7,KLM,MAD,DEN,3,1,religioso,outono,5078.50,5637.17,6113.54,Comprou
EC1BRX,GOL,DEL,MAD,1,2,família,primavera,1239.86,1174.31,1288.56,Não comprou
I45CRP,QATAR,ATH,BCN,3,1,romântico,outono,7801.01,6722.68,7339.61,Não comprou
9ECHFI,AIR FRANCE,LGW,SIN,2,0,romântico,inverno,2860.30,2849.24,3274.36,Não comprou
M7GA0T,GOL,LAS,LIS,4,0,negócios,inverno,11929.40,10676.41,9795.62,Não comprou
HF4U13,DELTA,AMS,HKG,4,1,aventura,primavera,8791.44,7414.34,7853.20,Não comprou
UIN70H,AMERICAN,FRA,DUB,2,1,religioso,inverno,3465.16,3851.26,3445.53,Comprou
3MYLRU,GOL,IAH,VIE,1,2,aventura,outono,1464.12,1311.37,1415.15,Não comprou
7EKAZR,GOL,IAH,JNB,3,1,religioso,outono,7047.28,6762.25,6926.76,Não comprou
RYAUXP,AMERICAN,ATH,FCO,2,1,negócios,primavera,1694.88,1904.09,1695.40,Comprou
FU38IE,LATAM,MUC,LGA,2,2,família,primavera,2017.29,1631.71,1401.70,Não comprou
UVZUD9,DELTA,MEL,JNB,2,0,aventura,verão,2753.71,3237.26,3323.05,Preferiu aguardar e comprou depois
Z411VD,AMERICAN,JFK,CDG,4,0,romântico,primavera,8778.87,9051.05,8438.12,Preferiu aguardar e comprou depois
SYFE07,UNITED,DOH,NRT,3,1,família,inverno,5292.28,5182.35,4279.96,Não comprou
NMSKBF,DELTA,JFK,ICN,2,0,religioso,inverno,3762.22,4239.17,4749.45,Preferiu aguardar e comprou depois
OSYOIH,KLM,MEL,VIE,1,0,negócios,primavera,1598.84,1536.33,1720.57,Não comprou
XGGRUD,AMERICAN,BOS,PEK,3,1,aventura,inverno,6392.41,6189.67,4967.72,Não comprou
LWPU7B,DELTA,PEK,AKL,4,0,histórico,primavera,10672.36,12175.19,11494.68,Comprou
TIY34T,AMERICAN,CDG,JFK,1,1,romântico,primavera,1000.81,1081.69,1011.16,Preferiu aguardar e comprou depois
6TGJ3Q,AIR FRANCE,CPT,MUC,3,1,histórico,primavera,4047.31,3877.74,3992.07,Não comprou
CNM7FG,DELTA,MAD,NRT,1,2,negócios,outono,1034.26,1054.97,1012.81,Preferiu aguardar e comprou depois
S9BF2Q,QATAR,JFK,BOM,3,0,romântico,primavera,5748.43,6872.92,5683.43,Comprou
IKX2XE,AMERICAN,BOS,LAX,3,0,aventura,primavera,4427.28,4647.86,5029.65,Preferiu aguardar e comprou depois
263BMY,KLM,JNB,ICN,2,1,romântico,inverno,4157.28,4649.53,4840.90,Comprou
8G5UVB,QATAR,DUB,BOM,2,0,família,primavera,2772.33,2796.77,2597.30,Preferiu aguardar e comprou depois
97EAQW,KLM,MIA,PHX,2,1,histórico,outono,3669.28,3149.52,3179.76,Não comprou
6IPY8T,UNITED,MXP,MAD,3,0,romântico,inverno,5577.46,5039.44,5085.95,Não comprou
K4E19I,AZUL,PEK,NRT,4,2,romântico,inverno,7269.49,7281.88,8163.06,Preferiu aguardar e comprou depois
WN4PLR,EMIRATES,DEL,CPT,1,2,família,verão,1954.24,1850.89,1588.17,Não comprou
IJLWNW,LATAM,BRU,VIE,1,2,histórico,outono,1550.33,1851.82,2085.75,Comprou
3Y5WCG,LATAM,JNB,LGW,4,1,negócios,verão,14420.57,16035.27,16705.96,Preferiu aguardar e comprou depois
SAV9G1,DELTA,LGW,JFK,3,0,histórico,primavera,5119.23,4945.29,4860.38,Não comprou
4SP7DW,DELTA,DEN,CDG,1,2,religioso,verão,1162.72,1364.62,1593.40,Comprou
4T8AJN,GOL,LAX,MXP,1,0,romântico,verão,2031.31,1953.48,1621.43,Não comprou
A7RISL,EMIRATES,LIS,BRU,4,0,família,primavera,6850.38,7684.76,8100.16,Comprou
DJB8IX,EMIRATES,PEK,YYZ,2,2,romântico,primavera,3521.63,2977.25,3314.89,Não comprou
JVJWAO,AZUL,YVR,MIA,3,2,histórico,verão,6740.85,7379.19,7079.09,Comprou
UG1O1L,LATAM,YVR,BRU,3,2,histórico,verão,6235.45,6011.51,5433.78,Não comprou
NGXNR7,EMIRATES,LAS,BOS,4,1,negócios,verão,12013.86,12291.26,12787.23,Preferiu aguardar e comprou depois
2WXOZH,EMIRATES,IAH,YYZ,2,1,negócios,primavera,1649.03,1840.42,1993.01,Comprou
IFHTWS,DELTA,MIA,PEK,1,0,família,primavera,1111.88,996.74,1110.22,Não comprou
YZPKXT,EMIRATES,VIE,ICN,4,2,religioso,outono,12772.89,12231.16,11620.92,Não comprou
OTSGWI,EMIRATES,FRA,LGW,4,0,romântico,verão,16996.45,19766.54,18762.55,Comprou
6T38S2,EMIRATES,CPT,AKL,3,0,histórico,outono,6200.64,7197.38,5849.58,Preferiu aguardar e comprou depois
AGKFRH,LATAM,FCO,DEL,2,2,histórico,primavera,2699.97,3020.43,2887.73,Comprou
XB4CN3,KLM,AMS,ZRH,4,0,romântico,outono,11478.83,12401.81,12880.23,Preferiu aguardar e comprou depois
06U5LT,AMERICAN,SEA,SIN,4,0,histórico,outono,10876.44,12147.61,14090.57,Comprou
FW3TB9,AMERICAN,IAH,CPT,4,1,romântico,verão,18533.77,16743.61,19780.87,Não comprou
1434OM,AZUL,BCN,DEL,3,2,aventura,inverno,5087.93,5228.10,6265.43,Preferiu aguardar e comprou depois
KRF7GM,EMIRATES,DEN,YVR,4,2,religioso,outono,10824.74,9199.23,7953.69,Não comprou
0IBY43,DELTA,AMS,CPT,1,2,negócios,outono,1657.81,1907.76,1929.08,Comprou
CW7ZEM,AZUL,MUC,LGW,4,1,histórico,outono,8448.62,8175.80,8286.18,Não comprou
YLIN5Y,AIR FRANCE,MXP,ICN,1,0,religioso,outono,1213.87,1193.47,1262.08,Não comprou
XZPS5P,AMERICAN,PVG,VIE,4,1,histórico,inverno,15165.16,12704.15,13879.58,Não comprou
7H3V59,QATAR,ORD,DUB,2,1,romântico,outono,3977.81,3883.63,3991.16,Não comprou
J3NBGM,GOL,CPT,NRT,4,2,histórico,primavera,7401.93,8760.00,7707.32,Comprou
FNUGH0,AIR FRANCE,NRT,LGA,1,0,negócios,inverno,1270.16,1126.56,1117.43,Não comprou
9VRZ7W,AIR FRANCE,LIS,EWR,2,0,religioso,inverno,5391.85,4340.71,3758.38,Não comprou
EJJFB3,EMIRATES,LAX,MXP,2,0,negócios,verão,6011.76,6137.01,5040.47,Comprou
7MEIQ4,GOL,CLT,BCN,3,2,romântico,outono,4632.03,4529.31,5406.85,Não comprou
H1O0NO,QATAR,MAD,ATL,4,2,aventura,outono,9736.05,8516.52,8260.45,Não comprou
QY89A0,LATAM,DEL,ATH,3,0,família,outono,5181.52,5525.35,5649.05,Comprou
2MQ078,QATAR,JFK,VIE,1,2,religioso,outono,1519.25,1292.16,1128.05,Não comprou
75DJMS,UNITED,DOH,DUB,1,1,família,inverno,1262.32,1052.04,951.77,Não comprou
RSMDLY,AZUL,YYZ,EWR,4,1,negócios,outono,9777.25,7986.57,7561.18,Não comprou
DHEP7O,QATAR,DOH,AKL,3,2,negócios,outono,7389.52,6580.28,6082.98,Não comprou
8GVXUG,AMERICAN,JFK,MEL,3,1,família,verão,6463.62,6362.89,6940.79,Não comprou
72O1S0,KLM,LGW,BRU,1,2,negócios,inverno,1977.35,2003.12,1748.94,Preferiu aguardar e comprou depois
VFUUVX,QATAR,BCN,PHX,4,0,histórico,primavera,6450.63,5640.23,5481.98,Não comprou
D928A0,LATAM,EWR,SFO,4,0,aventura,primavera,11962.36,11973.21,10253.98,Preferiu aguardar e comprou depois
8VNC82,AMERICAN,ATL,LIS,2,1,aventura,outono,2452.91,2202.86,2286.79,Não comprou
WHKYH7,EMIRATES,DEN,EWR,1,1,religioso,inverno,1500.81,1717.58,1815.95,Comprou
SLWQOP,KLM,SFO,YYZ,3,1,religioso,outono,6952.94,7944.95,6433.41,Comprou
G34Z8V,QATAR,ZRH,EWR,2,1,histórico,primavera,3856.02,3720.17,3284.31,Não comprou
QO3GXT,AZUL,MUC,CPT,4,1,família,outono,7166.94,6002.34,6607.62,Não comprou
CZVELF,LATAM,CPT,NRT,2,0,família,primavera,1861.11,1822.89,2158.55,Não comprou
B29R1B,GOL,DUB,DEL,3,1,romântico,inverno,7056.67,5891.36,6957.50,Não comprou
4ZT6SM,AIR FRANCE,SIN,MIA,1,1,romântico,verão,2014.98,2231.36,2194.33,Comprou
HGQIKS,DELTA,JNB,PEK,4,2,histórico,outono,11514.81,9576.66,10263.72,Não comprou
JK3LTH,AZUL,LAX,LGW,1,2,religioso,verão,1375.30,1574.44,1884.68,Comprou
ZS77E4,AIR FRANCE,MEL,AKL,3,1,romântico,inverno,7605.42,8861.25,8507.88,Comprou
DMVN5R,GOL,AMS,FRA,1,2,aventura,verão,1768.20,1555.95,1385.83,Não comprou
3ZWZ2U,EMIRATES,BOM,MAD,4,1,aventura,inverno,8147.83,9589.20,10264.93,Comprou
PFATRP,LATAM,BOS,BCN,2,0,histórico,outono,3613.91,3854.32,3455.59,Preferiu aguardar e comprou depois
MF7UMX,QATAR,YYZ,CDG,4,0,aventura,verão,17211.07,16632.33,14377.36,Não comprou
YPUG9Q,DELTA,BCN,ORD,2,2,negócios,verão,4349.70,3680.54,3522.05,Não comprou
LP6VTZ,AMERICAN,BOS,SEA,4,1,religioso,primavera,8426.02,9619.91,8379.85,Comprou
NJIKPW,GOL,LHR,DEN,3,0,histórico,verão,6913.98,7802.84,7722.94,Comprou
GDX8SU,QATAR,LGA,JFK,1,1,religioso,inverno,1513.75,1699.05,1808.74,Comprou
ONBD5S,GOL,CLT,ATH,1,1,histórico,verão,2242.49,2670.39,2406.38,Comprou
VYJHCA,DELTA,MAD,BOM,1,0,família,outono,1328.99,1485.00,1303.85,Comprou
2JO38T,EMIRATES,IAH,SYD,4,2,negócios,inverno,7808.71,7008.29,8027.15,Não comprou
FSCS4E,AZUL,ZRH,HND,3,1,negócios,outono,5129.82,4516.06,4578.50,Não comprou
FT7DFI,EMIRATES,ICN,DEL,4,1,histórico,verão,12115.39,12527.39,14225.87,Preferiu aguardar e comprou depois
F74TQW,GOL,SYD,DFW,1,0,aventura,inverno,1776.12,1718.38,1679.58,Não comprou
GBQ4GA,EMIRATES,LHR,CLT,1,2,histórico,primavera,1084.58,1210.57,1345.35,Comprou
MUA2P4,DELTA,HND,ORD,2,2,aventura,primavera,2553.61,2829.33,2554.63,Comprou
KKZZN2,LATAM,ZRH,DFW,1,1,negócios,primavera,1009.50,931.59,997.78,Não comprou
EERFDM,AMERICAN,ATL,EWR,4,1,romântico,inverno,7898.35,9160.08,10144.02,Comprou
L1DD8W,DELTA,DEL,JNB,4,1,aventura,verão,12265.48,9831.78,9394.59,Não comprou
6FS2EO,AIR FRANCE,MUC,EWR,4,0,romântico,primavera,7983.51,6502.50,7510.83,Não comprou
SM8FYB,KLM,AMS,BCN,1,2,família,primavera,1311.96,1189.07,1024.36,Não comprou
O9YP6R,AMERICAN,LAX,DEN,3,2,romântico,inverno,8154.89,6623.21,5440.35,Não comprou
UVY6Z7,AZUL,DXB,AMS,2,2,negócios,inverno,2743.06,2943.96,3029.55,Comprou
PGHR1W,AMERICAN,LIS,HND,3,1,histórico,outono,7329.12,8144.46,8498.26,Comprou
0J3Q9P,EMIRATES,LGW,MIA,4,1,negócios,primavera,6352.03,5317.35,4459.81,Não comprou
GWH4VB,LATAM,ATH,NRT,3,2,histórico,verão,7913.34,9247.12,8709.73,Comprou
0AG73J,DELTA,FCO,LAX,4,2,romântico,outono,7511.75,6505.66,7023.53,Não comprou
3V5AUW,LATAM,LAX,MAD,2,0,família,inverno,2321.40,2224.17,2367.87,Não comprou
YKNM56,AMERICAN,DEN,CLT,3,2,aventura,verão,6123.26,6316.62,5246.64,Preferiu aguardar e comprou depois
3K51KR,KLM,SIN,MXP,1,0,família,outono,1110.31,922.65,798.52,Não comprou
NDLWDQ,QATAR,MAD,ATH,1,1,religioso,verão,1519.33,1224.26,1003.21,Não comprou
3FBJSG,AMERICAN,DOH,LIS,1,0,família,outono,1776.93,2019.12,1647.43,Comprou
GQRT0S,QATAR,BRU,YYZ,3,1,família,verão,6901.03,8220.70,7274.89,Preferiu aguardar e comprou depois
BQS8XG,DELTA,SEA,YVR,4,1,aventura,primavera,10270.28,8489.94,7331.87,Não comprou
B5YEPQ,AMERICAN,YYZ,EWR,1,0,religioso,verão,1324.81,1102.78,1274.99,Não comprou
SQEJYF,AIR FRANCE,YVR,NRT,2,2,negócios,outono,4385.76,3701.11,3011.60,Não comprou
3FLNG7,AMERICAN,LAX,LGA,2,2,romântico,inverno,4231.46,3736.88,3325.59,Não comprou
1WJJCV,UNITED,DEL,IAH,4,0,religioso,inverno,9678.15,9727.50,11196.81,Preferiu aguardar e comprou depois
I2NE03,UNITED,AMS,LIS,1,1,família,primavera,1425.40,1574.69,1809.54,Preferiu aguardar e comprou depois
89VTNS,EMIRATES,ICN,MEL,2,0,aventura,outono,4330.27,5194.20,4896.77,Comprou
6QR82N,AMERICAN,SEA,LAS,1,2,romântico,inverno,1152.42,1336.08,1321.80,Preferiu aguardar e comprou depois
45EXKW,LATAM,HND,DXB,2,0,romântico,outono,3741.66,3329.14,3367.19,Não comprou
K3ZIVT,AZUL,ATH,BOS,4,1,histórico,inverno,14218.99,11788.97,12624.57,Não comprou
JW3J6V,EMIRATES,MXP,DXB,4,1,negócios,primavera,7119.68,8446.46,8646.90,Comprou
CTA0Q9,QATAR,MUC,LAS,2,2,negócios,primavera,3553.61,3699.26,3213.10,Preferiu aguardar e comprou depois
N2IOUS,AZUL,DFW,DOH,3,2,negócios,primavera,5548.96,5332.15,4976.47,Não comprou
9B6YFS,LATAM,DFW,HKG,4,2,aventura,verão,16453.39,15323.05,12514.32,Não comprou
2F7VMS,KLM,DEN,NRT,2,1,negócios,outono,3733.32,3815.37,4221.89,Preferiu aguardar e comprou depois
4YWPAX,AZUL,AKL,MXP,2,2,aventura,primavera,2233.61,1972.09,2188.95,Não comprou
BAD7XG,GOL,SYD,SEA,4,1,histórico,primavera,8056.62,6811.92,5803.69,Não comprou
QB9VI1,UNITED,AMS,ATL,2,0,romântico,inverno,2569.41,3053.94,2857.83,Preferiu aguardar e comprou depois
GL11KQ,LATAM,CLT,MUC,3,2,negócios,inverno,4692.06,4372.78,4689.53,Não comprou
MCVBYO,AZUL,ZRH,SYD,1,1,família,primavera,816.39,743.47,734.64,Não comprou
XUKRS0,AIR FRANCE,LGW,YVR,4,1,família,inverno,8914.74,10219.53,9001.43,Comprou
MP99GX,QATAR,FCO,LGW,3,0,histórico,inverno,5619.13,5873.83,6379.73,Comprou
KVQVQX,AZUL,ATL,FCO,4,1,romântico,inverno,12136.93,13673.43,15033.24,Comprou
C9L14I,DELTA,FRA,DOH,1,1,família,primavera,1275.00,1424.85,1180.13,Preferiu aguardar e comprou depois
DI4QDB,EMIRATES,ATH,JNB,3,2,religioso,primavera,4973.30,4938.45,4597.54,Não comprou
8YEE5H,AIR FRANCE,CLT,LGW,3,2,aventura,outono,4291.16,5020.44,4091.86,Comprou
UL29IL,DELTA,YYZ,IAH,2,0,religioso,verão,3950.27,3632.18,2957.81,Não comprou
STKS9S,LATAM,IAH,JNB,3,0,histórico,inverno,7806.31,6515.86,7815.27,Não comprou
LJW9OP,AMERICAN,ICN,AKL,4,1,religioso,inverno,5862.17,5259.75,4630.10,Não comprou
1DMLOC,DELTA,BCN,MEL,2,0,histórico,outono,3267.98,2867.66,3298.00,Não comprou
TBU8QI,QATAR,MXP,LGA,3,2,família,inverno,5624.64,4921.94,4131.49,Não comprou
VWLQ7B,LATAM,AMS,CPT,4,1,negócios,verão,11749.19,12481.68,10857.32,Preferiu aguardar e comprou depois
EZFFYP,KLM,DXB,CPT,3,2,religioso,verão,6480.01,5242.21,4722.02,Não comprou
TGV7EC,LATAM,ICN,PVG,1,0,família,primavera,916.48,978.21,881.95,Preferiu aguardar e comprou depois
15ZU9K,AIR FRANCE,DUB,MEL,3,1,família,verão,7725.99,7677.17,6755.04,Não comprou
LD46HQ,AZUL,JNB,DFW,4,2,negócios,primavera,10410.39,9086.16,10012.83,Não comprou
M5AAKU,EMIRATES,VIE,HND,3,0,histórico,inverno,5843.96,5936.04,5625.60,Preferiu aguardar e comprou depois
JMRB68,KLM,JFK,MXP,4,0,aventura,verão,11258.20,9154.93,7821.89,Não comprou
0UYHTQ,QATAR,MIA,PHX,3,2,histórico,outono,4924.78,5126.53,5402.67,Comprou
69V14G,AIR FRANCE,FCO,SYD,1,2,histórico,verão,1924.15,2292.01,2178.16,Comprou
1QBE8C,AZUL,DOH,PEK,3,0,religioso,primavera,4534.50,5041.89,5670.36,Preferiu aguardar e comprou depois
ODRS6N,EMIRATES,ATH,LAX,4,1,romântico,verão,13487.45,11555.29,13858.81,Não comprou
EJIU30,GOL,YVR,SYD,4,2,negócios,primavera,9345.22,10350.56,9150.48,Comprou
0KKWWZ,QATAR,JFK,SEA,4,1,religioso,inverno,10701.86,9803.40,7901.05,Não comprou
12J2PL,AMERICAN,ICN,JNB,3,2,religioso,primavera,4235.97,4318.32,4193.93,Comprou
X8RNVE,QATAR,HND,ICN,4,2,negócios,verão,15108.32,14880.88,17702.47,Não comprou
QI8M0R,QATAR,DEL,CLT,2,0,aventura,verão,3157.08,3501.28,3682.28,Preferiu aguardar e comprou depois
OECLLD,UNITED,HKG,PEK,1,1,aventura,inverno,1488.70,1354.67,1209.31,Não comprou
2P5996,UNITED,AKL,ORD,4,2,aventura,verão,14938.66,12871.99,10638.64,Não comprou
HMKDSG,GOL,LGA,BRU,2,0,aventura,primavera,2630.49,2907.01,2672.94,Preferiu aguardar e comprou depois
BZLFUT,QATAR,LHR,BCN,4,0,romântico,primavera,8697.38,7566.43,7374.06,Não comprou
6V279M,QATAR,CLT,MIA,1,0,romântico,verão,1521.02,1452.39,1276.20,Não comprou
FYS0V8,DELTA,DUB,EWR,4,2,histórico,verão,11161.18,12594.01,10267.21,Preferiu aguardar e comprou depois
BIF6SY,UNITED,ZRH,ICN,4,0,romântico,verão,10906.49,11895.06,12517.87,Preferiu aguardar e comprou depois
2TEEAI,EMIRATES,LAX,YYZ,1,1,negócios,verão,1291.45,1275.26,1198.52,Não comprou
0QLNIL,EMIRATES,BOM,VIE,1,1,religioso,inverno,1940.56,2038.87,2149.07,Comprou
I3HL18,AMERICAN,IAH,MUC,2,0,família,inverno,2835.95,3017.11,2681.21,Comprou
2DL3VR,GOL,IAH,JFK,1,2,religioso,inverno,994.61,1083.83,1113.21,Preferiu aguardar e comprou depois
EOP9OQ,QATAR,ATH,AKL,2,0,histórico,inverno,3032.11,2567.93,2156.97,Não comprou
M5DNQM,LATAM,AKL,BOS,4,0,negócios,verão,13094.09,13340.62,11276.49,Preferiu aguardar e comprou depois
OS611Q,LATAM,PEK,BOM,4,1,romântico,primavera,8127.01,7441.49,6546.76,Não comprou
UH76H8,AZUL,DFW,PVG,2,1,família,outono,3880.80,4440.80,4488.63,Comprou
75UQV5,AZUL,MUC,EWR,4,0,romântico,outono,13028.85,14544.15,14788.76,Comprou
X24657,EMIRATES,CDG,LAX,4,2,negócios,primavera,5999.37,6107.94,6576.69,Preferiu aguardar e comprou depois
75OJM4,AMERICAN,IAH,DUB,4,0,aventura,outono,13510.90,14147.82,12746.46,Comprou
BUYK85,AZUL,HKG,NRT,4,2,romântico,verão,11476.66,12838.86,13858.20,Comprou
D07JY2,GOL,MXP,IAH,2,0,família,inverno,4054.15,3740.79,3895.87,Não comprou
F7O10M,QATAR,LGW,MXP,2,2,histórico,verão,4508.18,5336.37,5536.28,Comprou
RMQ8VB,EMIRATES,IAH,ZRH,2,0,romântico,inverno,4375.70,4835.55,5774.09,Preferiu aguardar e comprou depois
7GFE72,LATAM,LGW,YYZ,2,2,religioso,inverno,3079.64,2468.46,2936.44,Não comprou
LSCBT3,AMERICAN,JFK,YYZ,4,1,romântico,primavera,11418.64,12517.23,14324.89,Preferiu aguardar e comprou depois
BPQRM1,GOL,LGW,SIN,1,1,romântico,primavera,1207.62,1130.18,1034.33,Não comprou
DN3PDN,AZUL,BOM,DFW,4,0,família,inverno,8484.66,8330.45,9343.18,Não comprou
6Z15FA,AZUL,NRT,HND,2,0,histórico,verão,3300.21,3214.42,3456.56,Não comprou
S6FXLO,QATAR,HKG,FRA,2,0,aventura,inverno,2717.21,2181.23,2461.91,Não comprou
PLLOHT,LATAM,MXP,DEL,3,1,negócios,primavera,5113.10,4695.35,4505.23,Não comprou
3QXEIG,AIR FRANCE,SYD,MUC,2,2,romântico,verão,5749.52,6831.49,8011.56,Comprou
4YLUUP,LATAM,IAH,MIA,3,0,família,outono,7593.81,6509.82,5859.08,Não comprou
ISX2WT,AZUL,FCO,MXP,3,0,família,verão,8298.83,6730.09,5799.14,Não comprou
0ED72Z,AIR FRANCE,BRU,NRT,3,0,religioso,inverno,7141.62,7485.86,7163.75,Preferiu aguardar e comprou depois
VYHPSF,GOL,JNB,DOH,2,2,negócios,verão,3621.26,3658.78,3024.75,Preferiu aguardar e comprou depois
0A505J,DELTA,ATH,IAH,1,0,família,outono,1977.47,1800.72,1956.71,Não comprou
8KTOIG,AMERICAN,MAD,ATH,1,1,família,primavera,1328.42,1174.37,1400.56,Não comprou
MRFXEU,LATAM,LIS,YVR,3,2,romântico,verão,7690.14,6268.50,7371.00,Não comprou
UYBKS7,EMIRATES,MUC,PVG,4,0,família,primavera,9095.48,7413.95,8791.88,Não comprou
2GE293,AIR FRANCE,CDG,LAX,3,1,histórico,verão,6428.15,5431.05,5134.49,Não comprou
QRU0OT,UNITED,HND,YYZ,3,2,religioso,verão,6710.68,7806.16,6675.27,Comprou
NLYW4T,EMIRATES,DOH,AMS,2,2,família,inverno,4245.30,3634.02,3107.54,Não comprou
NQ12MF,AIR FRANCE,CDG,MEL,3,1,negócios,outono,5180.40,4510.14,4793.68,Não comprou
8XM7VC,AIR FRANCE,DFW,DEN,3,1,religioso,inverno,7252.39,8053.34,9335.94,Preferiu aguardar e comprou depois
DTRJN6,DELTA,BOS,MXP,3,2,aventura,inverno,4509.85,5265.96,5307.84,Comprou
A3PY1B,UNITED,ZRH,PHX,3,0,religioso,primavera,6491.18,6145.77,5416.90,Não comprou
F5KOD3,UNITED,SYD,BRU,3,0,família,verão,9429.20,8204.81,9076.57,Não comprou
P1C53A,GOL,FCO,ORD,1,2,religioso,primavera,797.00,815.54,686.55,Preferiu aguardar e comprou depois
M92A9Q,DELTA,BRU,FRA,4,0,família,primavera,8423.37,7677.52,7076.41,Não comprou
E2MFN7,EMIRATES,MEL,LAS,4,0,romântico,verão,17161.47,18136.50,15402.09,Preferiu aguardar e comprou depois
MLQJU1,LATAM,MIA,CPT,2,0,histórico,primavera,3746.04,3014.43,3437.30,Não comprou
5CXIOT,AMERICAN,LAX,DFW,1,2,romântico,verão,1603.01,1408.76,1502.25,Não comprou
77TBKM,QATAR,JNB,YVR,1,2,religioso,verão,1270.77,1406.02,1681.44,Preferiu aguardar e comprou depois
42F5FC,QATAR,MAD,ZRH,4,1,aventura,verão,14927.27,15440.99,17781.59,Preferiu aguardar e comprou depois
C564DI,DELTA,LHR,VIE,2,0,romântico,verão,2697.09,2897.42,2817.43,Comprou
6CH25V,QATAR,MEL,AKL,2,2,romântico,primavera,1515.61,1248.58,1251.26,Não comprou
ZS9H16,DELTA,AKL,DFW,1,0,romântico,verão,1894.25,1668.62,1442.01,Não comprou
V65QMN,KLM,IAH,DXB,1,0,histórico,outono,1251.99,1023.97,890.17,Não comprou
YSAX7C,UNITED,IAH,LAX,2,1,religioso,outono,1662.76,1470.41,1353.94,Não comprou
A3AS0T,KLM,LGW,PEK,1,1,negócios,outono,1280.56,1122.84,1318.69,Não comprou
Q1RLR5,GOL,MEL,DEL,4,1,romântico,inverno,13459.46,13614.36,12829.77,Preferiu aguardar e comprou depois
K0ZNQX,AIR FRANCE,PVG,LGW,3,2,negócios,inverno,5702.84,5890.02,6988.38,Preferiu aguardar e comprou depois
4088V7,LATAM,BCN,AMS,4,0,aventura,outono,7919.82,8711.32,9777.43,Preferiu aguardar e comprou depois
APK6JE,KLM,LGA,CDG,1,0,aventura,outono,2036.50,1944.77,1589.79,Não comprou
C62O6H,UNITED,SFO,LAX,3,2,negócios,inverno,4262.44,4191.57,4896.66,Não comprou
WSEK7L,LATAM,JFK,LAS,4,0,religioso,verão,19433.66,22313.14,25352.58,Comprou
SBI9XH,DELTA,JNB,MAD,4,0,romântico,inverno,11062.10,12175.47,9964.07,Preferiu aguardar e comprou depois
V0Z5SP,GOL,LHR,DFW,1,1,aventura,primavera,1155.31,1385.37,1628.03,Comprou
VFUN1Q,GOL,FCO,SFO,1,1,romântico,outono,1367.98,1372.03,1585.68,Preferiu aguardar e comprou depois
SUPLXJ,GOL,DFW,LGW,1,0,romântico,verão,1702.73,1903.95,2003.63,Comprou
ZIKN26,AMERICAN,MEL,HKG,3,1,romântico,outono,7765.15,7467.26,7938.60,Não comprou
L3293K,EMIRATES,BOM,HND,2,1,romântico,verão,4321.31,4677.65,4705.73,Preferiu aguardar e comprou depois
YC74O4,AMERICAN,MEL,MAD,1,2,aventura,inverno,1341.53,1562.66,1675.81,Comprou
B9T6RL,AZUL,DXB,MEL,1,1,histórico,outono,899.96,803.65,727.78,Não comprou
V67GIZ,LATAM,ATL,DOH,2,1,religioso,verão,3653.67,3101.40,2522.54,Não comprou
CJR0XC,LATAM,DXB,DOH,3,0,aventura,verão,7834.50,7962.99,9382.90,Preferiu aguardar e comprou depois
GDV90O,AIR FRANCE,MIA,DOH,1,2,romântico,verão,1590.57,1528.59,1485.73,Não comprou
7SS8RW,AZUL,PEK,SEA,1,2,família,inverno,739.95,717.02,648.97,Não comprou
4GNEZ7,AIR FRANCE,LAX,MEL,1,2,histórico,inverno,1270.87,1110.72,923.69,Não comprou
GRZQAJ,AZUL,MEL,PEK,4,0,negócios,outono,7373.26,6464.78,7363.66,Não comprou
DIH0WI,UNITED,BCN,SEA,1,1,histórico,outono,1655.57,1653.91,1412.43,Não comprou
8N69IT,QATAR,DUB,SYD,4,2,romântico,primavera,10515.47,11591.60,12520.82,Comprou
0Z3A5L,UNITED,LHR,LGA,1,1,romântico,outono,1249.57,1360.33,1093.64,Preferiu aguardar e comprou depois
